ldndc_species_parameter_number,common_name,scientific_name,subfamily,tribe,genus,descriptor,search.text,categor,code,description,unit in words,unit,significant.digits,minimum,maximum,point_estimate,midpoint,references,reference_minimum,reference_maximum,reference_point_estimate
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the specific leaf area in the shade as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",light & photosynthesis,SLAMAX,specific leaf area in the shade,square meters per kilogram,m^2 kg^-1,1,26,35,30,30.5,APSIM Cenchrus parameters,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the specific leaf area under full sun as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",light & photosynthesis,SLAMIN,specific leaf area under full sun,square meters per kilogram,m^2 kg^-1,1,13,18,15,15.5,APSIM Cenchrus parameters,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Time interval necessary to complete growth of new foliage as days  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",phenology,NDFLUSH,Time interval necessary to complete growth of new foliage,days,,0,17,56,42,36.5,Feedipedia Cenchrus phenology,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the duration of senescence  as days  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",phenology,NDMORTA,duration of senescence,days,0,2,80,180,120,130,ResearchGate savanna phenology; Mougin et al. 2019,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the base temperature for growing degree days as 0  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",phenology,GDD_BASE_TEMPERATURE,base temperature for growing degree days,0,0,2,10,15,10,12.5,Tropicalforages.info; greencastonline,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the growing degree days until beginning of emergence as days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",phenology,GDD_EMERG,growing degree days until beginning of emergence,days,GDD,2,50,100,80,75,The-EIS.com; Tropicalforages,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the growing degree days until maturity as days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",phenology,GDD_MATURITY,growing degree days until maturity,days,GDD,2,800,2000,1500,1400,Greencast Online survey; APSIM Cenchrus,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the growing degree days until begin of stem elongation as days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,GDD_STEM_ELONGATION,growing degree days until begin of stem elongation,days,GDD,0,300,500,300,400,TandfOnline; Sabrao Journal,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the growing degree days until downwards root growth ceases as growing degree days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,GDD_ROOTS_GROWN,growing degree days until downwards root growth ceases,growing degree days,GDD,0,500,800,700,650,University of Minnesota; APSIM Cenchrus,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the minimum temperature sum for foliage activity onset as growing degree days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,GDDFOLSTART,minimum temperature sum for foliage activity onset,growing degree days,GDD,0,100,250,150,175,KIT L-DNDC standard,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the growing degree days to complete foliar production as growing degree days  (GDD) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,GDDFOLEND,growing degree days to complete foliar production,growing degree days,GDD,0,500,1500,500,1000,Imedpub 2017; Feedipedia,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Michaelis Menten constant for O2 at 25 degrees C as millimols per mol per mbar  (mmol mol-1 mbar-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,KO25,Michaelis Menten constant for O2 at 25 degrees C,millimols per mol per mbar,mmol mol-1 mbar-1,2,278.4,278.4,278.4,278.4,Bernacchi et al. 2001,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Maintenance coefficient at reference temperature as fraction  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,KM20,Maintenance coefficient at reference temperature,fraction,0,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Maximum RubP saturated rate of carboxylation at 25oC for sun leaves as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,VCMAX,Maximum RubP saturated rate of carboxylation at 25oC for sun leaves,micromols per square meter per second,umol m^-2 s^-1,2,40,80,60,60,Mizell et al. 2025; Milligan et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for electron transport as Joules per mol  (J mol^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AEJM,Activation energy for electron transport,Joules per mol,J mol^-1,0,43540,43540,43540,43540,Bernacchi et al. 2003,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for Michaelis-Menten constant for CO2 as Joules per mol  (J mol^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AEKC,Activation energy for Michaelis-Menten constant for CO2,Joules per mol,J mol^-1,0,79430,79430,79430,79430,Bernacchi et al. 2001,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for Michaelis-Menten constant for O2 as Joules per mol  (J mol^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AEKO,Activation energy for Michaelis-Menten constant for O2,Joules per mol,J mol^-1,0,36380,36380,36380,36380,Bernacchi et al. 2001,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for dark respiration as Joules per mol  (J mol^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AERD,Activation energy for dark respiration,Joules per mol,J mol^-1,0,50000,50000,50000,50000,Grote et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for photosynthesis as micromols per mol per mbar  ( ï¿½mol mol^?1 mbar^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AEVC,Activation energy for photosynthesis,micromols per mol per mbar, ï¿½mol mol^?1 mbar^-1,0,65330,65330,65330,65330,Bernacchi et al. 2001,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Activation energy for RubP oxygenation as Joules per mol  (J mol-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,AEVO,Activation energy for RubP oxygenation,Joules per mol,J mol-1,0,45000,45000,45000,45000,Grote et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Relation between maximum electron transport rate and RubP saturated rate of carboxylation as micromols per mol per mbar  (umol mol-1 ubar-1)) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,KC25,Relation between maximum electron transport rate and RubP saturated rate of carboxylation,micromols per mol per mbar,umol mol-1 ubar-1),2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Curvature parameter for the light response curve as 0  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,THETA,Curvature parameter for the light response curve,0,0,2,0.7,0.9,0.8,0.8,Grote et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½). as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,QJVC,Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½).,micromols per square meter per second,umol m^-2 s^-1,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",co2,QRD25,Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC,micromols per square meter per second,umol m^-2 s^-1,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Maximum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,WUECMAX,Maximum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the minimum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,WUECMIN,minimum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the relative available soil water content at which drought affects photosynthesis activity as a fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,H2OREF_A,relative available soil water content at which drought affects photosynthesis activity,a fraction ,0,2,0.3,0.5,0.4,0.4,Savanna tree default,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the relative available soil water content below which restricted water availability triggers plant senescence as a fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,H2OREF_SENESCENCE,relative available soil water content below which restricted water availability triggers plant senescence,a fraction ,0,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,H2OREF_GS,relative available soil water content at which stomata are fully closed,a fraction ,0,2,0.4,0.6,0.5,0.5,Savanna tree default,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,H2OREF_FLUSHING,"relative available soil water content below which flushing is affected by water
availability",,fraction,2,0.15,0.35,0.2,0.25,Rahimi et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,H2OREF_LEAF_GROWTH,relative available soil water content below which leaf growth is affected,,fraction,2,0.2,0.5,0.35,0.35,Standard shrub/tree default,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the maximum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,GSMAX,maximum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,330,420,375,375,Mizell et al. 2025,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the minimum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",water,GSMIN,minimum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,1,10,5.5,5.5,General Savanna estimate,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Biomass fraction of foliage at maturity. as fraction  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",biomass,FRACTION_FOLIAGE,Biomass fraction of foliage at maturity.,fraction,0,2,0.1,0.15,0.125,0.125,Mizell et al. 2025,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Biomass fraction of roots at maturity as fraction  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",biomass,FRACTION_ROOT,Biomass fraction of roots at maturity,fraction,0,2,0.4,0.55,0.475,0.475,Mizell et al. 2025,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Biomass fraction of fruit at maturity. as fraction  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",biomass,FRACTION_FRUIT,Biomass fraction of fruit at maturity.,fraction,0,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Maximum relative growth rate for foliage as fraction   (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",biomass,FOLRELGROMAX,Maximum relative growth rate for foliage,fraction ,0,2,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Foliage biomass under optimal, closed canopy condition (kg m-2) as kg per square meter  (kg m^-2) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",biomass,MFOLOPT,"Foliage biomass under optimal, closed canopy condition (kg m-2)",kg per square meter,kg m^-2,2,0.25,0.36,0.305,0.305,L-DNDC/MoBiLe defaults,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Specific interception capacity of foliage  as meters per square meter of LAI  (m m^-2 LAI) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",light & photosynthesis,MWFM,Specific interception capacity of foliage ,meters per square meter of LAI,m m^-2 LAI,5,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the maximal net photosynthesis as nanomols of CO2 per gram per second  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",light & photosynthesis,AMAXB,maximal net photosynthesis,nanomols of CO2 per gram per second,0,2,14,16,15,15,Mizell et al. 2025; Milligan et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the specific leaf area in the shade as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",light & photosynthesis,SLAMAX,specific leaf area in the shade,square meters per kilogram,m^2 kg^-1,1,11.2,11.2,11.2,11.2,Mizell et al. 2025 (Shade),,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the specific leaf area under full sun as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",light & photosynthesis,SLAMIN,specific leaf area under full sun,square meters per kilogram,m^2 kg^-1,1,8.9,8.9,8.9,8.9,Mizell et al. 2025 (Sun),,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the Time interval necessary to complete growth of new foliage as days  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,NDFLUSH,Time interval necessary to complete growth of new foliage,days,0,0,6,14,10,10,Potter et al. 2021,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the duration of senescence  as days  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,NDMORTA,duration of senescence ,days,0,0,90,120,105,105,Dry season duration,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the base temperature for growing degree days as 0  (0) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDD_BASE_TEMPERATURE,base temperature for growing degree days,0,0,0,10,10,10,10,Tropical tree standard,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the growing degree days until beginning of emergence as days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDD_EMERG,growing degree days until beginning of emergence,days,GDD,0,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the growing degree days until maturity as days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDD_MATURITY,growing degree days until maturity,days,GDD,0,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the growing degree days until begin of stem elongation as days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDD_STEM_ELONGATION,growing degree days until begin of stem elongation,days,GDD,0,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the growing degree days until downwards root growth ceases as growing degree days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDD_ROOTS_GROWN,growing degree days until downwards root growth ceases,growing degree days,GDD,0,1400,1400,1400,1400,L-DNDC standard,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the minimum temperature sum for foliage activity onset as growing degree days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDDFOLSTART,minimum temperature sum for foliage activity onset,growing degree days,GDD,0,,,,,,,,
,whistling thorn,Vachellia drepanolobium,Mimosoideae  ,Acacieae,Vachellia,drought and heat resistant shrubs and trees in East African savannah,"studies which report the growing degree days to complete foliar production as growing degree days  (GDD) , and the values reported therein, of whistling thorn (Vachellia drepanolobium) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Vachellia and then the family Mimosoideae   and then the tribe Acacieae.",phenology,GDDFOLEND,growing degree days to complete foliar production,growing degree days,GDD,0,,,,,,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Michaelis Menten constant for O2 at 25 degrees C as millimols per mol per mbar  (mmol mol-1 mbar-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,KO25,Michaelis Menten constant for O2 at 25 degrees C,millimols per mol per mbar,mmol mol-1 mbar-1,2,210,300,278.4,255,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Maintenance coefficient at reference temperature as fraction  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,KM20,Maintenance coefficient at reference temperature,fraction,0,2,0.01,0.025,0.015,0.0175,Thornley & Cannell 2000,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Maximum RubP saturated rate of carboxylation at 25oC for sun leaves as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,VCMAX,Maximum RubP saturated rate of carboxylation at 25oC for sun leaves,micromols per square meter per second,umol m^-2 s^-1,2,80,110,95,95,Chen et al. 2022; TRY database,,,
